Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins
Air Asia,Delhi,Cochin,1.0,9330,1,6,7,55,13,25,5,30
IndiGo,Mumbai,Hyderabad,0.0,2754,3,5,2,35,4,5,1,30
Multiple carriers,Delhi,Cochin,1.0,13377,12,6,16,0,1,30,9,30
Jet Airways,Kolkata,Banglore,1.0,10844,24,5,20,0,18,15,22,15
Jet Airways,Delhi,Cochin,1.0,6540,27,3,19,45,4,25,8,40
Vistara,Kolkata,Banglore,1.0,8452,12,6,7,10,22,40,15,30
Jet Airways,Kolkata,Banglore,1.0,8849,1,4,21,10,9,20,12,10
Air India,Kolkata,Banglore,1.0,10203,9,5,10,0,20,25,10,25
Air India,Delhi,Cochin,2.0,10441,24,5,22,0,19,15,21,15
GoAir,Banglore,Delhi,0.0,3419,12,6,20,55,23,40,2,45
Jet Airways,Kolkata,Banglore,1.0,14231,24,3,13,55,19,40,5,45
Multiple carriers,Delhi,Cochin,1.0,13587,24,6,10,0,21,0,11,0
Multiple carriers,Delhi,Cochin,1.0,14848,21,5,10,0,19,15,9,15
Jet Airways,Delhi,Cochin,1.0,17531,9,4,7,5,19,0,11,55
Multiple carriers,Delhi,Cochin,1.0,8601,27,3,8,25,19,15,10,50
Jet Airways,Banglore,Delhi,0.0,7229,15,5,6,0,8,45,2,45
SpiceJet,Kolkata,Banglore,0.0,3873,27,5,17,10,19,40,2,30
IndiGo,Delhi,Cochin,1.0,6442,24,6,8,35,22,30,13,55
Jet Airways,Delhi,Cochin,1.0,14714,3,6,13,0,19,0,6,0
Jet Airways,Kolkata,Banglore,1.0,9899,12,6,8,25,16,20,7,55
Air India,Delhi,Cochin,0.0,6934,27,5,14,10,17,10,3,0
Jet Airways,Banglore,Delhi,0.0,4030,9,5,6,0,8,45,2,45
Jet Airways,Delhi,Cochin,1.0,10262,15,6,22,50,12,35,13,45
Jet Airways,Kolkata,Banglore,1.0,11467,1,5,17,0,18,0,25,0
GoAir,Banglore,New Delhi,0.0,11111,1,3,11,40,14,35,2,55
Jet Airways,Kolkata,Banglore,1.0,5608,9,6,10,20,17,35,7,15
Multiple carriers,Delhi,Cochin,1.0,8937,15,6,8,30,19,15,10,45
Air India,Kolkata,Banglore,2.0,11668,9,6,9,25,1,20,15,55
SpiceJet,Kolkata,Banglore,1.0,8479,9,6,11,35,18,50,7,15
Jet Airways,Kolkata,Banglore,1.0,8586,12,5,6,30,8,15,25,45
IndiGo,Banglore,Delhi,0.0,4423,21,4,4,0,6,50,2,50
Vistara,Chennai,Kolkata,0.0,11982,21,6,17,45,20,5,2,20
SpiceJet,Kolkata,Banglore,0.0,3841,12,4,17,10,19,40,2,30
Multiple carriers,Delhi,Cochin,1.0,11125,3,3,7,10,22,20,15,10
Air India,Kolkata,Banglore,2.0,10697,21,5,8,20,21,50,13,30
Jet Airways,Delhi,Cochin,2.0,12819,24,6,23,5,4,25,29,20
Jet Airways,Banglore,Delhi,0.0,5769,18,6,7,10,10,10,3,0
Multiple carriers,Delhi,Cochin,1.0,5797,27,6,15,15,1,30,10,15
SpiceJet,Kolkata,Banglore,0.0,4174,24,4,17,10,19,40,2,30
Multiple carriers,Delhi,Cochin,1.0,10197,27,5,3,50,12,35,8,45
Jet Airways,Delhi,Cochin,1.0,14714,6,6,14,0,19,0,5,0
Jet Airways,Kolkata,Banglore,1.0,9663,12,5,18,55,8,15,13,20
SpiceJet,Mumbai,Hyderabad,0.0,2753,18,6,5,45,7,15,1,30
Air India,Kolkata,Banglore,1.0,8576,9,6,9,25,18,30,9,5
SpiceJet,Kolkata,Banglore,0.0,3873,12,4,22,20,0,40,2,20
Air India,Mumbai,Hyderabad,2.0,9977,12,3,1,35,14,50,13,15
Multiple carriers,Delhi,Cochin,1.0,10696,3,6,7,5,22,30,15,25
SpiceJet,Banglore,Delhi,0.0,3573,18,6,5,55,8,35,2,40
Multiple carriers,Delhi,Cochin,1.0,15078,6,3,9,0,21,0,12,0
Air India,Delhi,Cochin,2.0,10703,21,3,18,30,19,15,24,45
IndiGo,Chennai,Kolkata,0.0,7295,6,3,7,55,10,15,2,20
Air India,Kolkata,Banglore,2.0,14687,15,5,9,25,5,25,20,0
Multiple carriers,Delhi,Cochin,1.0,7363,21,3,18,0,1,35,7,35
Jet Airways,Kolkata,Banglore,1.0,14781,21,5,20,0,4,40,8,40
GoAir,Banglore,New Delhi,0.0,4239,24,3,7,45,10,40,2,55
IndiGo,Delhi,Cochin,0.0,6015,27,4,5,35,8,50,3,15
Jet Airways,Delhi,Cochin,1.0,12239,27,5,8,0,19,0,11,0
IndiGo,Kolkata,Banglore,0.0,4148,21,3,17,15,19,55,2,40
Air India,Delhi,Cochin,2.0,13381,3,6,6,50,7,40,24,50
SpiceJet,Mumbai,Hyderabad,0.0,2017,3,4,13,15,14,45,1,30
IndiGo,Mumbai,Hyderabad,0.0,2754,21,5,19,5,20,35,1,30
Multiple carriers,Delhi,Cochin,1.0,6305,27,3,4,0,13,20,9,20
Air India,Delhi,Cochin,1.0,8907,1,6,13,30,23,0,9,30
Jet Airways,Kolkata,Banglore,1.0,9899,12,6,16,30,22,35,6,5
Jet Airways,Delhi,Cochin,2.0,13292,24,6,9,35,4,25,18,50
Jet Airways,Banglore,Delhi,0.0,4030,15,5,17,45,20,45,3,0
Jet Airways,Banglore,Delhi,0.0,7229,9,5,18,55,22,0,3,5
Jet Airways,Kolkata,Banglore,1.0,10953,6,5,17,0,9,45,16,45
Jet Airways,Banglore,Delhi,0.0,8016,12,6,8,20,11,20,3,0
Jet Airways,Delhi,Cochin,1.0,10577,9,6,19,45,19,0,23,15
Multiple carriers,Delhi,Cochin,1.0,6093,27,4,7,10,16,10,9,0
Multiple carriers,Delhi,Cochin,1.0,11188,18,5,13,15,22,30,9,15
IndiGo,Chennai,Kolkata,0.0,3858,6,6,11,35,14,0,2,25
Multiple carriers,Delhi,Cochin,1.0,16863,6,3,18,0,1,35,7,35
Jet Airways,Delhi,Cochin,1.0,11822,9,4,22,50,12,35,13,45
Jet Airways,Banglore,Delhi,0.0,7229,1,4,7,10,10,10,3,0
Jet Airways,Kolkata,Banglore,1.0,8586,24,5,20,0,4,40,8,40
Multiple carriers,Delhi,Cochin,2.0,19360,18,5,17,50,1,30,7,40
Multiple carriers,Delhi,Cochin,1.0,6883,21,3,9,0,21,0,12,0
Jet Airways,Delhi,Cochin,1.0,15974,6,3,8,0,4,25,20,25
SpiceJet,Delhi,Cochin,1.0,9748,6,3,6,10,11,20,5,10
Multiple carriers,Delhi,Cochin,1.0,13377,1,6,15,0,1,30,10,30
IndiGo,Banglore,Delhi,0.0,4823,18,5,20,0,22,50,2,50
Air India,Delhi,Cochin,2.0,12760,6,6,17,15,19,15,26,0
SpiceJet,Kolkata,Banglore,0.0,3873,27,6,17,10,19,40,2,30
Air India,Banglore,New Delhi,1.0,14594,6,3,11,50,19,50,8,0
Jet Airways,Banglore,New Delhi,1.0,11087,12,3,18,55,20,20,25,25
IndiGo,Chennai,Kolkata,0.0,5277,12,5,22,5,0,25,2,20
Jet Airways,Delhi,Cochin,1.0,10262,15,6,15,0,12,35,21,35
IndiGo,Delhi,Cochin,1.0,6496,24,6,5,10,10,5,4,55
IndiGo,Chennai,Kolkata,0.0,3597,6,6,19,35,21,55,2,20
Jet Airways,Delhi,Cochin,1.0,12898,27,5,11,30,12,35,25,5
Jet Airways,Delhi,Cochin,1.0,10262,9,6,8,0,19,0,11,0
IndiGo,Delhi,Cochin,1.0,5636,3,6,2,0,7,25,5,25
Jet Airways,Kolkata,Banglore,1.0,14571,24,5,20,0,9,20,13,20
IndiGo,Delhi,Cochin,1.0,6628,27,3,10,45,1,35,14,50
Jet Airways,Kolkata,Banglore,1.0,9899,12,6,6,30,12,0,5,30
Multiple carriers,Delhi,Cochin,1.0,7198,27,5,18,0,1,30,7,30
Jet Airways,Delhi,Cochin,1.0,10262,3,6,2,15,19,0,16,45
Jet Airways,Banglore,New Delhi,1.0,17261,6,3,11,40,9,0,21,20
Air India,Banglore,New Delhi,2.0,10573,3,3,6,45,23,55,17,10
IndiGo,Banglore,New Delhi,1.0,8707,1,3,13,40,18,35,4,55
Jet Airways,Delhi,Cochin,1.0,12373,9,5,18,15,4,25,10,10
Jet Airways,Delhi,Cochin,1.0,14714,3,6,2,15,19,0,16,45
Jet Airways,Kolkata,Banglore,1.0,13731,24,5,20,0,8,15,12,15
SpiceJet,Delhi,Cochin,1.0,5975,9,5,17,55,22,50,4,55
Multiple carriers,Delhi,Cochin,1.0,8283,24,5,19,0,1,30,6,30
Multiple carriers,Delhi,Cochin,1.0,13587,12,6,10,0,21,0,11,0
IndiGo,Delhi,Cochin,1.0,6373,27,5,17,5,22,15,5,10
Multiple carriers,Delhi,Cochin,1.0,6717,21,3,7,5,22,20,15,15
Multiple carriers,Delhi,Cochin,1.0,10786,27,5,6,0,19,15,13,15
Air India,Kolkata,Banglore,2.0,15187,24,3,9,10,11,10,26,0
IndiGo,Kolkata,Banglore,0.0,4804,12,6,20,20,22,55,2,35
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,8,55,16,10,7,15
Air India,Kolkata,Banglore,0.0,13885,3,3,14,15,16,45,2,30
SpiceJet,Banglore,Delhi,0.0,4885,15,6,9,30,12,20,2,50
Jet Airways,Delhi,Cochin,1.0,14053,9,3,19,45,18,50,23,5
Jet Airways,Banglore,Delhi,0.0,5769,3,6,11,10,14,5,2,55
Air India,Kolkata,Banglore,1.0,8891,15,5,9,25,18,30,9,5
Multiple carriers,Delhi,Cochin,1.0,7618,27,5,7,0,21,0,14,0
Jet Airways,Kolkata,Banglore,1.0,13941,6,5,16,30,16,20,23,50
Jet Airways,Banglore,Delhi,0.0,7229,21,4,7,10,10,10,3,0
GoAir,Delhi,Cochin,1.0,7682,15,5,7,0,12,55,5,55
Jet Airways,Delhi,Cochin,1.0,12898,21,5,20,55,19,0,22,5
IndiGo,Kolkata,Banglore,1.0,4864,12,6,7,10,12,40,5,30
Vistara,Kolkata,Banglore,1.0,8452,6,6,20,20,9,5,12,45
IndiGo,Delhi,Cochin,1.0,5073,27,3,16,0,21,0,5,0
SpiceJet,Kolkata,Banglore,0.0,4413,18,3,17,15,19,45,2,30
IndiGo,Delhi,Cochin,0.0,5000,9,5,5,35,8,50,3,15
SpiceJet,Kolkata,Banglore,0.0,3873,21,6,22,20,0,40,2,20
GoAir,Kolkata,Banglore,1.0,8777,9,5,16,40,0,15,7,35
GoAir,Banglore,Delhi,0.0,3419,3,6,20,55,23,40,2,45
IndiGo,Banglore,New Delhi,0.0,6144,3,3,1,30,4,15,2,45
Jet Airways,Banglore,New Delhi,1.0,13555,18,3,16,55,23,0,6,5
Jet Airways,Delhi,Cochin,2.0,10919,27,6,14,35,12,35,22,0
Jet Airways,Delhi,Cochin,1.0,17024,3,3,8,0,4,25,20,25
Jet Airways,Kolkata,Banglore,1.0,8586,18,5,5,45,4,40,22,55
SpiceJet,Kolkata,Banglore,0.0,3873,24,5,9,0,11,25,2,25
Jet Airways,Delhi,Cochin,0.0,9564,9,6,11,0,14,15,3,15
Jet Airways,Kolkata,Banglore,1.0,14178,9,6,6,30,4,40,22,10
IndiGo,Delhi,Cochin,1.0,6093,27,6,6,40,21,0,14,20
Air India,Delhi,Cochin,2.0,12182,15,6,13,15,19,15,30,0
IndiGo,Delhi,Cochin,1.0,6104,9,6,17,30,1,30,8,0
Jet Airways,Kolkata,Banglore,1.0,14151,9,6,17,0,9,45,16,45
Vistara,Banglore,Delhi,0.0,4878,18,6,17,0,19,35,2,35
Multiple carriers,Delhi,Cochin,1.0,8266,9,5,10,20,19,15,8,55
Air India,Delhi,Cochin,1.0,8907,3,6,9,45,23,0,13,15
Jet Airways,Delhi,Cochin,1.0,10262,6,6,16,0,19,0,27,0
Multiple carriers,Delhi,Cochin,2.0,18485,1,6,17,50,1,30,7,40
Air India,Kolkata,Banglore,1.0,5006,9,4,14,35,14,35,24,0
IndiGo,Kolkata,Banglore,0.0,6565,3,3,9,35,12,20,2,45
Multiple carriers,Delhi,Cochin,1.0,7408,27,5,13,0,21,0,8,0
Air India,Kolkata,Banglore,1.0,7662,9,5,16,45,21,5,28,20
Vistara,Banglore,Delhi,0.0,4668,18,6,9,45,12,35,2,50
Air India,Kolkata,Banglore,2.0,7662,6,5,5,50,13,15,7,25
Jet Airways,Delhi,Cochin,2.0,13029,18,5,5,30,19,0,13,30
Jet Airways,Banglore,Delhi,0.0,4030,15,5,19,50,22,50,3,0
Air India,Banglore,New Delhi,2.0,10783,18,3,8,50,23,25,38,35
Air India,Kolkata,Banglore,2.0,11642,12,5,9,25,5,35,20,10
IndiGo,Kolkata,Banglore,0.0,4804,9,5,4,40,7,15,2,35
Multiple carriers,Delhi,Cochin,1.0,9424,9,5,19,0,1,30,6,30
Jet Airways,Delhi,Cochin,1.0,16079,27,5,2,15,19,0,16,45
SpiceJet,Delhi,Cochin,1.0,5583,9,6,6,5,11,20,5,15
Jet Airways,Delhi,Cochin,2.0,9412,27,3,5,10,4,25,23,15
Multiple carriers,Delhi,Cochin,1.0,7408,24,6,13,0,21,0,8,0
Jet Airways,Banglore,Delhi,0.0,8016,21,6,11,10,14,5,2,55
Jet Airways,Banglore,New Delhi,1.0,10562,9,3,9,45,0,30,14,45
Air India,Mumbai,Hyderabad,0.0,4937,3,3,6,20,7,40,1,20
Jet Airways,Delhi,Cochin,1.0,12242,21,3,22,50,4,25,5,35
Multiple carriers,Delhi,Cochin,1.0,12327,27,3,16,0,1,35,9,35
Jet Airways,Banglore,Delhi,0.0,8016,12,6,18,55,22,0,3,5
Jet Airways,Kolkata,Banglore,1.0,14151,24,5,20,25,18,0,21,35
Air India,Mumbai,Hyderabad,0.0,2050,15,3,15,0,16,25,1,25
Jet Airways,Delhi,Cochin,1.0,10262,15,6,22,50,19,0,20,10
Jet Airways,Banglore,Delhi,0.0,7229,27,4,8,20,11,20,3,0
Jet Airways,Delhi,Cochin,2.0,13014,24,6,5,30,19,0,13,30
SpiceJet,Mumbai,Hyderabad,0.0,2017,18,5,5,45,7,15,1,30
IndiGo,Kolkata,Banglore,0.0,4804,15,6,14,25,16,55,2,30
GoAir,Banglore,Delhi,0.0,3898,1,6,20,55,23,40,2,45
IndiGo,Banglore,New Delhi,0.0,5694,9,3,23,30,2,20,2,50
Air India,Kolkata,Banglore,2.0,16057,15,5,10,0,13,45,27,45
Jet Airways,Delhi,Cochin,2.0,15129,21,5,23,5,12,35,13,30
Jet Airways,Delhi,Cochin,1.0,10262,27,6,14,0,12,35,22,35
IndiGo,Kolkata,Banglore,0.0,4778,6,3,21,25,0,5,2,40
Jet Airways,Kolkata,Banglore,1.0,8586,21,5,21,10,4,40,7,30
Air Asia,Kolkata,Banglore,0.0,4409,9,5,10,20,12,55,2,35
Jet Airways,Delhi,Cochin,1.0,14714,12,6,2,15,19,0,16,45
Jet Airways,Banglore,New Delhi,1.0,17261,6,3,16,55,11,25,18,30
Jet Airways,Kolkata,Banglore,1.0,14388,18,5,18,55,9,20,14,25
Jet Airways,Delhi,Cochin,2.0,10588,15,6,21,25,19,0,21,35
Air Asia,Banglore,Delhi,0.0,3383,21,6,23,55,2,45,2,50
Jet Airways,Kolkata,Banglore,1.0,14151,9,6,9,35,9,45,24,10
IndiGo,Banglore,Delhi,0.0,3943,3,5,1,30,4,15,2,45
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,11,40,20,20,8,40
Multiple carriers,Delhi,Cochin,1.0,7308,27,5,18,15,1,30,7,15
IndiGo,Banglore,Delhi,0.0,4591,18,4,22,10,1,0,2,50
Jet Airways,Mumbai,Hyderabad,0.0,5678,1,4,2,55,4,20,1,25
IndiGo,Kolkata,Banglore,1.0,6301,6,6,10,30,16,5,5,35
SpiceJet,Banglore,Delhi,0.0,3919,3,4,21,10,0,5,2,55
Vistara,Kolkata,Banglore,1.0,8610,12,6,20,20,18,50,22,30
Jet Airways,Delhi,Cochin,2.0,9270,21,3,10,45,18,50,32,5
IndiGo,Chennai,Kolkata,0.0,3597,6,6,13,15,15,35,2,20
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,21,10,9,20,12,10
Air India,Banglore,New Delhi,1.0,11602,12,3,6,45,23,15,16,30
Jet Airways,Banglore,New Delhi,1.0,12284,18,3,7,0,15,15,8,15
IndiGo,Chennai,Kolkata,0.0,6297,9,3,17,5,19,40,2,35
Jet Airways,Kolkata,Banglore,1.0,13941,9,5,8,25,4,40,20,15
Air India,Banglore,Delhi,0.0,5176,1,4,6,10,8,55,2,45
Multiple carriers,Delhi,Cochin,1.0,15078,9,5,13,0,1,30,12,30
Multiple carriers,Delhi,Cochin,1.0,7740,18,5,7,10,22,30,15,20
Air India,Delhi,Cochin,1.0,8372,27,5,19,0,19,15,24,15
IndiGo,Delhi,Cochin,1.0,9165,24,6,23,30,4,35,5,5
Jet Airways,Delhi,Cochin,1.0,10262,9,6,11,30,19,0,7,30
Air India,Kolkata,Banglore,1.0,10203,9,5,20,30,8,55,12,25
Jet Airways,Kolkata,Banglore,1.0,14388,21,5,14,5,10,5,20,0
Jet Airways,Delhi,Cochin,2.0,12819,24,6,23,5,4,25,29,20
Jet Airways,Banglore,Delhi,0.0,7229,18,4,6,0,8,45,2,45
Jet Airways,Kolkata,Banglore,1.0,12681,1,4,20,0,18,15,22,15
Jet Airways,Kolkata,Banglore,1.0,13364,1,4,14,5,22,35,8,30
IndiGo,Banglore,Delhi,0.0,3943,18,6,23,30,2,20,2,50
Multiple carriers,Delhi,Cochin,1.0,7740,6,6,8,45,21,0,12,15
Air India,Delhi,Cochin,1.0,9929,24,5,7,0,19,15,12,15
Air India,Kolkata,Banglore,1.0,11936,12,6,7,0,16,15,9,15
Jet Airways,Delhi,Cochin,1.0,10262,9,6,8,0,4,25,20,25
IndiGo,Kolkata,Banglore,0.0,4804,18,5,4,40,7,15,2,35
SpiceJet,Delhi,Cochin,1.0,5975,18,5,17,55,22,50,4,55
Jet Airways,Delhi,Cochin,1.0,12898,27,5,15,0,4,25,13,25
Air India,Banglore,Delhi,0.0,6121,6,6,21,5,23,55,2,50
Air India,Delhi,Cochin,2.0,10021,9,4,5,55,7,40,25,45
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,5,45,21,20,15,35
Air India,Delhi,Cochin,1.0,7480,12,6,9,45,9,25,23,40
Jet Airways,Banglore,New Delhi,0.0,18308,1,3,19,55,22,35,2,40
Jet Airways,Kolkata,Banglore,1.0,10844,1,5,6,30,18,15,11,45
Jet Airways,Kolkata,Banglore,1.0,6287,24,5,10,20,17,35,7,15
SpiceJet,Kolkata,Banglore,0.0,4174,18,4,9,0,11,25,2,25
Jet Airways,Delhi,Cochin,2.0,11150,27,6,23,5,19,0,19,55
Jet Airways,Kolkata,Banglore,1.0,9663,1,5,6,30,9,20,26,50
Jet Airways,Banglore,Delhi,0.0,7229,21,4,6,0,8,45,2,45
IndiGo,Chennai,Kolkata,0.0,3850,1,6,7,55,10,15,2,20
Multiple carriers,Delhi,Cochin,1.0,7485,21,5,12,50,21,0,8,10
SpiceJet,Kolkata,Banglore,1.0,12287,24,3,11,15,18,15,7,0
Air Asia,Kolkata,Banglore,1.0,5192,1,5,7,35,23,30,15,55
Jet Airways,Banglore,Delhi,0.0,5769,12,6,15,15,18,10,2,55
IndiGo,Mumbai,Hyderabad,0.0,2754,1,4,19,5,20,35,1,30
IndiGo,Delhi,Cochin,1.0,6442,15,4,6,50,16,10,9,20
Multiple carriers,Delhi,Cochin,1.0,11200,27,6,8,30,19,0,10,30
Multiple carriers,Delhi,Cochin,1.0,7787,9,5,7,30,19,15,11,45
Jet Airways,Delhi,Cochin,1.0,14714,15,6,13,0,19,0,6,0
IndiGo,Delhi,Cochin,1.0,6442,15,6,8,35,16,10,7,35
Vistara,Chennai,Kolkata,0.0,11982,3,6,17,45,20,5,2,20
Air India,Kolkata,Banglore,2.0,11883,6,5,5,50,12,0,30,10
Jet Airways,Kolkata,Banglore,1.0,11134,24,3,16,55,18,10,25,15
Jet Airways,Delhi,Cochin,1.0,14053,9,3,16,0,18,50,26,50
IndiGo,Delhi,Cochin,1.0,5054,27,5,7,35,12,10,4,35
Air India,Delhi,Cochin,1.0,8067,21,5,17,40,23,0,5,20
IndiGo,Banglore,Delhi,0.0,3943,6,5,13,0,15,50,2,50
Jet Airways,Banglore,New Delhi,1.0,11455,18,3,7,0,7,40,24,40
Multiple carriers,Delhi,Cochin,1.0,17057,3,3,8,0,15,30,7,30
Jet Airways,Kolkata,Banglore,1.0,7064,1,4,18,55,4,40,9,45
Multiple carriers,Delhi,Cochin,1.0,6673,27,3,8,0,15,30,7,30
Multiple carriers,Delhi,Cochin,1.0,8098,21,3,10,0,1,35,15,35
Jet Airways,Delhi,Cochin,2.0,16809,6,3,19,10,4,25,33,15
SpiceJet,Delhi,Cochin,1.0,5583,27,6,6,5,11,20,5,15
Vistara,Banglore,Delhi,0.0,4878,15,5,17,0,19,35,2,35
Air India,Kolkata,Banglore,2.0,10991,6,5,5,50,20,25,14,35
Jet Airways,Delhi,Cochin,1.0,14714,6,6,11,30,4,25,16,55
Multiple carriers,Delhi,Cochin,1.0,11200,27,3,11,30,18,50,7,20
Air India,Banglore,New Delhi,1.0,11077,9,3,11,5,9,15,22,10
Jet Airways,Delhi,Cochin,2.0,13014,3,6,19,30,4,25,8,55
Jet Airways,Kolkata,Banglore,1.0,7064,1,4,20,0,8,15,12,15
Jet Airways,Delhi,Cochin,2.0,13180,21,3,16,10,18,50,26,40
Vistara,Kolkata,Banglore,1.0,8452,1,5,7,10,22,40,15,30
Air India,Delhi,Cochin,2.0,8603,27,6,12,0,19,15,7,15
IndiGo,Banglore,Delhi,0.0,4990,12,4,20,0,22,50,2,50
Jet Airways,Kolkata,Banglore,1.0,10624,9,5,17,0,23,35,6,35
IndiGo,Kolkata,Banglore,0.0,4804,3,6,11,30,14,5,2,35
Multiple carriers,Delhi,Cochin,1.0,11789,27,6,7,30,19,0,11,30
IndiGo,Chennai,Kolkata,0.0,3597,9,5,13,15,15,35,2,20
Jet Airways,Mumbai,Hyderabad,0.0,2228,18,3,15,50,17,20,1,30
Air India,Delhi,Cochin,2.0,18736,9,3,5,55,19,15,13,20
Multiple carriers,Delhi,Cochin,1.0,12192,12,6,10,0,19,0,9,0
GoAir,Banglore,Delhi,0.0,3419,18,6,7,45,10,40,2,55
Vistara,Mumbai,Hyderabad,1.0,12395,6,3,20,55,22,55,26,0
SpiceJet,Banglore,Delhi,0.0,4423,12,4,5,55,8,35,2,40
Multiple carriers,Delhi,Cochin,1.0,11098,9,6,10,35,19,0,8,25
Air Asia,Kolkata,Banglore,1.0,5192,12,5,22,40,10,40,12,0
Jet Airways,Banglore,New Delhi,1.0,9134,15,3,22,50,7,40,8,50
Air India,Delhi,Cochin,2.0,8236,21,3,19,45,19,15,23,30
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,8,0,21,20,13,20
GoAir,Delhi,Cochin,1.0,6976,3,6,7,25,13,35,6,10
SpiceJet,Kolkata,Banglore,0.0,3873,27,5,9,0,11,25,2,25
Jet Airways,Delhi,Cochin,1.0,14714,6,6,19,15,19,0,23,45
Multiple carriers,Delhi,Cochin,3.0,16294,15,5,11,35,21,0,9,25
Vistara,Banglore,Delhi,0.0,5403,3,4,9,45,12,35,2,50
Air India,Delhi,Cochin,2.0,10441,9,5,22,0,19,15,21,15
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,5,45,23,0,17,15
IndiGo,Banglore,New Delhi,0.0,5734,21,3,6,0,8,45,2,45
Jet Airways,Mumbai,Hyderabad,0.0,3210,6,5,2,55,4,20,1,25
SpiceJet,Kolkata,Banglore,0.0,3847,15,3,22,20,0,40,2,20
Multiple carriers,Delhi,Cochin,1.0,18286,3,3,11,30,1,35,14,5
IndiGo,Kolkata,Banglore,0.0,4804,21,5,17,15,19,50,2,35
Air India,Banglore,Delhi,0.0,6961,1,6,10,0,12,45,2,45
IndiGo,Kolkata,Banglore,0.0,4804,15,6,21,25,0,5,2,40
Jet Airways,Delhi,Cochin,2.0,10368,12,6,5,30,19,0,13,30
Jet Airways,Kolkata,Banglore,1.0,14781,15,5,16,30,4,40,12,10
Jet Airways,Kolkata,Banglore,1.0,14231,24,3,16,55,19,40,26,45
Air India,Mumbai,Hyderabad,0.0,3100,21,5,21,5,22,25,1,20
GoAir,Banglore,Delhi,0.0,3898,24,6,11,40,14,30,2,50
Air India,Kolkata,Banglore,1.0,12173,24,3,20,30,20,25,23,55
SpiceJet,Kolkata,Banglore,0.0,3873,24,4,22,20,0,40,2,20
SpiceJet,Chennai,Kolkata,0.0,3597,15,5,8,20,10,35,2,15
Jet Airways,Mumbai,Hyderabad,0.0,2071,18,3,19,35,21,5,1,30
Multiple carriers,Delhi,Cochin,1.0,12927,1,6,7,5,19,15,12,10
Air India,Delhi,Cochin,1.0,10566,6,3,20,30,8,15,11,45
Jet Airways,Banglore,New Delhi,0.0,7229,24,3,18,55,21,55,3,0
Air India,Mumbai,Hyderabad,3.0,14260,12,3,16,50,12,25,19,35
Jet Airways,Delhi,Cochin,1.0,10262,6,6,22,50,4,25,5,35
IndiGo,Delhi,Cochin,1.0,13790,6,3,2,35,8,30,5,55
Jet Airways,Kolkata,Banglore,1.0,14781,21,5,20,0,9,20,13,20
IndiGo,Delhi,Cochin,1.0,6093,3,6,6,40,21,0,14,20
IndiGo,Chennai,Kolkata,0.0,3597,6,6,14,45,17,5,2,20
Jet Airways,Banglore,Delhi,0.0,4544,3,5,15,15,18,10,2,55
Jet Airways,Delhi,Cochin,1.0,10262,6,6,18,15,19,0,24,45
IndiGo,Kolkata,Banglore,0.0,5224,18,5,14,25,16,55,2,30
Jet Airways,Kolkata,Banglore,1.0,10844,24,5,20,0,23,35,27,35
Air India,Kolkata,Banglore,2.0,11883,6,5,5,50,23,15,17,25
Jet Airways,Kolkata,Banglore,1.0,13994,9,6,9,35,22,5,12,30
Multiple carriers,Delhi,Cochin,1.0,13377,12,6,13,0,1,30,12,30
IndiGo,Delhi,Cochin,1.0,6093,9,4,7,30,21,0,13,30
Multiple carriers,Delhi,Cochin,1.0,5797,27,6,17,45,1,30,7,45
Jet Airways,Banglore,Delhi,0.0,5769,24,6,8,20,11,20,3,0
SpiceJet,Mumbai,Hyderabad,0.0,1965,3,4,5,45,7,15,1,30
Air India,Delhi,Cochin,1.0,7934,21,3,10,0,19,15,9,15
IndiGo,Kolkata,Banglore,0.0,4804,24,5,20,20,22,55,2,35
Jet Airways,Delhi,Cochin,2.0,18799,3,3,5,25,4,25,23,0
Air India,Delhi,Cochin,1.0,13832,9,3,21,40,7,40,10,0
Air India,Banglore,New Delhi,0.0,12841,3,3,13,20,16,10,2,50
IndiGo,Chennai,Kolkata,0.0,6297,9,3,22,5,0,25,2,20
SpiceJet,Kolkata,Banglore,1.0,8844,1,5,11,15,18,30,7,15
Jet Airways,Kolkata,Banglore,1.0,14781,21,5,14,5,19,50,5,45
Jet Airways,Kolkata,Banglore,1.0,12996,1,4,6,30,16,20,9,50
Air India,Banglore,New Delhi,2.0,7664,21,3,5,50,16,20,10,30
Jet Airways,Kolkata,Banglore,1.0,14571,24,5,8,25,20,45,12,20
IndiGo,Kolkata,Banglore,1.0,4226,15,4,6,20,10,30,4,10
SpiceJet,Kolkata,Banglore,0.0,3841,27,4,17,10,19,40,2,30
Vistara,Banglore,Delhi,0.0,4668,6,5,21,0,23,50,2,50
Jet Airways,Delhi,Cochin,1.0,12898,27,5,16,0,4,25,12,25
Multiple carriers,Delhi,Cochin,1.0,7933,1,6,9,0,21,0,12,0
